sentiment,content
negative,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
negative,Ha I got another #followfriday. take that @mage! oh... your listed too... thanks a lot @Lowjacker ya jerk.
negative,i didnt get a hug today
neutral,Wanna go out
negative,Tonight is my last night in my apartment...
negative,@grizzmusic wheres the music mannnn!!?? my inbox is still empty
negative,My cat died of kidney failure during my math test  This day needs to get better.
negative,@TheHebrican can we trade weather? it's all gloomy today in la.
negative,I feel actual heartbreak.. @Levanah_Gates last night  x
neutral,just broke a vase that i didn't even get a chance to use
negative,@amandadiva I've had to do laundry for the last two days
negative,*sigh* Last day at work. I has an sadifying in my heartparts.
negative,I missed the math trade
neutral,@JammyRabbins i wish you were playing at MY prom
neutral,@brandystrippers Oh No! Oprah jumped in front again
neutral,@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
negative,@DR I'm SO jealous- it's pouring right now
negative,wishing i could go out of town this weekend
negative,@NG01 you got it. poor thing not gonna have a choice for much longer though
neutral,@OGBERRY cold &amp; raining in inglewood
negative,"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday"
neutral,on my way to work! I am gonna miss general hospital
negative,"@ChrisSligh I am saddened to see you felt the need to comment about Clay. I know you don't care, but you lost one follower today."
neutral,I'm so hunrgy right now and these heels kill me I can hardly walk in them
neutral,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
negative,I really don't like this weather
neutral,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do
negative,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.
negative,@ep31 well twitter doesn't even work from my phone anymore
neutral,@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta
neutral,Workin.
neutral,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
neutral,@ambbboo Playing with lighters fire matches and grass
negative,promised myself not to eat crisps but im starving and theres nothing else quick to eat
neutral,@temple3000 starbuck
negative,"@ctrleverything We're off.  I'm sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK"
neutral,is working 4 to close
negative,"ok, I want to quit my job....."
neutral,@laccboner mom said no.
neutral,Trying to find someone to go to the mall with.
neutral,Running in the rain
negative,@Suai awww me sorry.. its been so long.. u left me
neutral,@Tamsin1234 and I didn't get your myspak comment  big sad
neutral,charbotgreen has been suspended  &quot;unusual activity??&quot;
neutral,Boreedd
negative,My paycheck was nothing but a piece of paper.
negative,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
negative,Not eating funnel cake at Mag Fest is what I am doing
negative,@Don_J think so.. although think i am being ignored! not a good day
negative,Wish I was going back to the lake for the weekend...had a blast...miss my lil bro
neutral,Sneezing hurts my back.
negative,@laydieluck777 damn  real sorry to hear that ma
negative,@meganduffy aww I miss u too! Haven't ate
negative,@aliasgirl18 Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.
neutral,"@lisafocat I know, they're shit. I am trying to sort out my portfolio and I don't know what to put in it!"
neutral,Flat tire city
neutral,@RespectMileyC can you follow me please?
neutral,work work work!
negative,@LadyLucius Oh eww that is suck!
neutral,Itchy boobs!
neutral,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
negative,"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old."
negative,my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.
neutral,- doesn`t have a phone.
neutral,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote
negative,R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!
negative,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto
negative,@binary42 I'm sorry you won't make it.
neutral,@Mandaril blocked on this end  I'll have to try and remember it for later
neutral,PArts of me are starting to feel the effects of over tanning
neutral,"@properhardcore Sorry, not getting the reference/meme"
neutral,@marci723 OHH  yeah i sometimes forget  your in the other but cheek ok america
negative,Friday has a whole different meaning when you have to work Saturday and Sunday
negative,has has an ok day with jo. She bit me and now its bruised.
negative,@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
negative,@jennjolie yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
negative,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
neutral,So much for Skype for BlackBerry in May
neutral,@iamdiddy Well....not the Spurs!!!
neutral,Off to work
negative,I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas
neutral,@aldenpolicar good day sir. I'm hungry!
negative,@sarahfenn I prefer overcast days too. Sorry it's hot where you are.
negative,Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me!
negative,ayy fml. nothing is perfect
negative,"@BabyStowz yea, feel like im bein ignored"
negative,about to start work and missing him like crazy.I wont be seeing him till Tuesday
negative,"@kurttheobald No problem. Unfortunately, I think it was just something I had to sort out on my own."
negative,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc
neutral,Home from school. Out tonight? Probably not
negative,"home, don't feel like going to work tomorrow"
neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.
negative,@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
negative,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
neutral,@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho
neutral,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
neutral,@jessicaringle i have to work tonight.  *M*
negative,@Rckstar53 Why I gotta be all that?... I sad now
negative,wish i didnt have to go to work tonight
negative,Still not feeling well
negative,Biggest food fight/mosh pit ever and i miss it from across the school
negative,Fire call today missed it
negative,was gonna go to my brothers show but still feeling like poo :**(
negative,Is anyone else having a bad Friday? Is not a fun day today.
negative,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for"
neutral,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,"
negative,"Is on 'msn', but nones on! :@  :'("
negative,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
neutral,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
negative,"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh."
negative,Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
neutral,Anybody want to bring me lunch?
negative,@backstreetboys http://twitpic.com/3x3wq - impossible to know them closely
negative,"@jordanhowell nah just iplayer listening back to it, its not working"
neutral,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
neutral,@aeversman  CALL ME
negative,I just lost my favorite pen  good thing I have a back up =D
neutral,DAMN IT!! _____________
negative,@AbbyRo good good same sched for me too sadly
neutral,Im so tired. And its so gloomy  what happeened ro summer?
negative,@stephenjerzak awww i didnt pass my speech
neutral,Tired beyond reason. I would rather be just about anything else other then tired
neutral,"Note to self: don't wear steel toes to the court house, I'm just sayin"
negative,Bye bye edinburgh  i don't want to leave
negative,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH"
negative,"@tommcfly helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI xx"
neutral,Justin's blanket shed black lint all over my white skirt.
negative,what the fuck...ahaha i hate my life sometimes. why reply on only bad things  ..even if it wasn't bad and i was kidding but whatever! fml
neutral,@featherblossoms I can't stream videos on my phone
negative,@Freebies4Mom will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it
neutral,Heading home
negative,is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline &amp; its completely filled
neutral,"is in Milton Keynes , leaving tomorrow"
neutral,@dealseekingmom No problems here
negative,@loryanyumul i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.
negative,The most painful sound in the world to me is the crying of someone I love. What's worse is I can't even hold them and say I'm sorry
